entityid,codiincident,descripcioincident,codidistricte,nomdistricte,nkany,mesdeany,nommes,numerodincidentsgub
073a2d4b-31f6-4c61-acf5-53bcbfe42ad8,222,INFRACCIONS EN MOVIMENT,-1,Desconegut,2015,1,Gener,11
073cbc5c-44a4-495b-bc50-27e1e9114430,400,CONVIVÈNCIA VEINAL,8,Nou Barris,2015,1,Gener,211
073cc474-4c52-42db-a2ed-0ab8ec010993,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,8,Nou Barris,2015,11,Novembre,112
0748f690-3448-4498-b653-862515ed5a8c,630,CONTRA LA LLIBERTAT SEXUAL,-1,Desconegut,2015,7,Juliol,3
07552786-0586-4ced-9825-9ed539e9ae77,70,SINISTRES EN EDIFICIS,9,Sant Andreu,2015,4,Abril,9
075e0dad-4ac8-43da-8b56-b942f29bd7f8,440,ANIMALS DE COMPANYIA,1,Ciutat Vella,2015,8,Agost,28
076b9eab-df11-4f3c-97b2-98c94af7de47,660,VIOLÈNCIA DOMÈSTICA,5,Sarrià-Sant Gervasi,2015,3,Març,5
078b69ef-4914-49ca-94b4-7ad4a88bd18f,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,9,Sant Andreu,2015,3,Març,6
079b447a-da02-4bdf-855d-8937a9ba4e8b,800,FOGUERES / BARBACOES,10,Sant Martí,2015,12,Desembre,3
07a43297-cc89-48a6-8bf1-8c0c4d0a44af,220,INFRACCIONS EN GUALS I RESERVES,-1,Desconegut,2015,1,Gener,7
07c76c94-5d68-4f4a-8800-0b494ec1ac1c,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,4,Les Corts,2015,4,Abril,15
07c88d73-443b-48b9-8964-ff49bb45bacd,611,ACTES CONTRA LA PROPIETAT PÚBLICA,8,Nou Barris,2015,9,Setembre,4
07c8f6dc-0d2a-4e1f-989d-a0daebc05bb2,513,CONFLICTES EN LOCALS,9,Sant Andreu,2015,8,Agost,13
07cae463-bbfc-4348-8df2-ceb7bfb43006,660,VIOLÈNCIA DOMÈSTICA,7,Horta-Guinardó,2015,9,Setembre,13
07e0e2b6-9657-4f2c-ada6-de40345ae488,220,INFRACCIONS EN GUALS I RESERVES,3,Sants-Montjuïc,2015,12,Desembre,222
07e3410c-7a31-4187-8323-e4f59815d39c,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,1,Ciutat Vella,2015,5,Maig,42
07f60ee6-fecb-4f70-b827-d6171c774caa,420,INCIDÈNCIES DE LOCALS,4,Les Corts,2015,8,Agost,25
07fa826f-988c-455e-a91c-200d989ae782,420,INCIDÈNCIES DE LOCALS,-1,Desconegut,2015,7,Juliol,2
08027ceb-f122-4b76-b89c-e80999c2e8ba,30,MATÈRIES PERILLOSES,6,Gràcia,2015,3,Març,4
080f6b44-24ee-4d79-aec8-6355a88db491,610,ACTES CONTRA LA PROPIETAT PRIVADA,6,Gràcia,2015,4,Abril,38
0814ccec-4228-47d9-aabb-8c11f4b4c176,411,VENDA AMBULANT,-1,Desconegut,2015,1,Gener,12
081a8679-5ac3-49e8-8c9c-52df586df130,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,8,Nou Barris,2015,4,Abril,3
081c1840-df15-493b-abcd-47b97127022d,630,CONTRA LA LLIBERTAT SEXUAL,6,Gràcia,2015,2,Febrer,2
0835794b-7555-42a4-a324-63ded44532fd,460,INCIDÈNCIES D ALIMENTS,2,Eixample,2015,8,Agost,1
0846e94a-8745-4b57-b00c-90c0d91b0d8a,660,VIOLÈNCIA DOMÈSTICA,7,Horta-Guinardó,2015,8,Agost,16
0854c7e0-05a1-42a2-894e-f12ef15152d5,440,ANIMALS DE COMPANYIA,7,Horta-Guinardó,2015,8,Agost,46
085bdd72-035c-48b0-890f-c8ce3141eb78,204,SENYALS NO AUTOMATITZADES,8,Nou Barris,2015,9,Setembre,3
08680982-f65f-4908-b502-5afd353ea548,510,BARALLES,9,Sant Andreu,2015,11,Novembre,11
087c051b-0eb8-4d50-9b0b-bcfdb0c304df,61,AVARIES DE SERVEIS PÚBLICS,7,Horta-Guinardó,2015,2,Febrer,13
087ecc68-3db3-4c48-90af-feda289d6c18,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,10,Sant Martí,2015,9,Setembre,29
08888587-bea8-47de-9077-a9654d4703ff,240,CONTROLS DE TRÀNSIT,9,Sant Andreu,2015,1,Gener,61
0892e55b-c6f5-4cd0-845b-0302394c1a6b,442,ALTRES INCIDÈNCIES AMB ANIMALS,1,Ciutat Vella,2015,6,Juny,2
08951129-1429-4833-91c4-320b881986e2,303,ASSISTÈNCIA A MALALTS MENTALS,6,Gràcia,2015,9,Setembre,4
08ac02d3-f94f-49f5-95db-7af4528e9839,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,4,Les Corts,2015,6,Juny,39
08c50236-834b-429d-aca1-893aadc4e269,303,ASSISTÈNCIA A MALALTS MENTALS,6,Gràcia,2015,2,Febrer,2
08c652b3-ce79-41e7-a6a3-b161c340a2eb,223,INFRACCIONS EN MOVIMENT (VEHICLES),8,Nou Barris,2015,7,Juliol,1
08cdeb90-ac7d-4866-a634-fc2d1f944784,620,ESTUPEFAENTS / PSICOTROPICS,9,Sant Andreu,2015,8,Agost,21
08d18b92-948c-4512-a960-7f67bf0b0f54,50,ATEMPTATS,5,Sarrià-Sant Gervasi,2015,9,Setembre,4
08dd87fe-e29e-4d86-9a50-867a5c5274c0,204,SENYALS NO AUTOMATITZADES,6,Gràcia,2015,12,Desembre,3
08e40735-8da1-47b4-8c0c-f0ae2ab72356,640,INFRACCIONS D ESTRANGERS,1,Ciutat Vella,2015,8,Agost,4
08e649d7-1c29-4ec8-a44a-f2bd0437c1f3,830,ALTRES ACTUACIONS EN MEDI AMBIENT,10,Sant Martí,2015,4,Abril,4
08fae171-1ee2-4e3f-be54-797bd3dc22cd,670,AGRESSIONS,7,Horta-Guinardó,2015,4,Abril,8
08fbb7ee-c6cf-469a-9055-6a65140f49c5,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,1,Ciutat Vella,2015,6,Juny,20
0900dbe7-bff0-4244-8543-547ad6d9a759,70,SINISTRES EN EDIFICIS,10,Sant Martí,2015,7,Juliol,7
090718ac-eaea-4e0d-b487-d23227f06b13,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,6,Gràcia,2015,2,Febrer,32
092a5d6c-721c-4249-ae4b-0949042ea95a,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,2,Eixample,2015,5,Maig,27
094d2e61-9d8d-4e62-8d34-2c3930fa392f,480,ALARMES D INCENDI / ROBATORI,3,Sants-Montjuïc,2015,11,Novembre,14
09735f3b-9f3d-4b38-8801-b000b8573ecf,670,AGRESSIONS,5,Sarrià-Sant Gervasi,2015,7,Juliol,19
097568b7-0e96-48b0-820c-ff9cb8821df3,411,VENDA AMBULANT,9,Sant Andreu,2015,7,Juliol,4
098226f5-c6c3-41f5-9139-d2b33d9e4440,220,INFRACCIONS EN GUALS I RESERVES,8,Nou Barris,2015,11,Novembre,205
0983e8f2-de46-4ad3-ba52-ec845db8f927,510,BARALLES,1,Ciutat Vella,2015,3,Març,40
09942e8a-e0f2-4b0a-8669-d4712cef17a0,520,OCUPACIONS IL·LÍCITES,9,Sant Andreu,2015,4,Abril,7
09a3745e-0e31-4309-b20a-b81afaf6df41,0,INCENDIS,-1,Desconegut,2015,4,Abril,3
09a752aa-6901-4321-8b88-5f46b0fcf98a,30,MATÈRIES PERILLOSES,7,Horta-Guinardó,2015,11,Novembre,2
09af33c5-6c99-4bcc-a438-3ccb93b38c70,211,ACCIDENTS DE TRÀNSIT AMB FERITS,7,Horta-Guinardó,2015,5,Maig,82
09bcbff6-6c8b-40ad-8982-f6341102db26,441,ANIMALS / INSECTES PERILLOSOS,2,Eixample,2015,6,Juny,12
09c3b619-4de1-4ef5-b45f-f728ec7c09d4,513,CONFLICTES EN LOCALS,1,Ciutat Vella,2015,9,Setembre,71
09cdbf13-f4ca-4ec5-b081-ec094f3397e7,400,CONVIVÈNCIA VEINAL,4,Les Corts,2015,9,Setembre,105
09da85b5-bb9b-452e-b3ae-63b5d506871e,50,ATEMPTATS,6,Gràcia,2015,8,Agost,1
09debe2c-4f9a-4b3c-8cfc-54099443d8cd,250,CONDUCCIONS I ACOMPANYAMENTS,9,Sant Andreu,2015,6,Juny,5
09e8ebb1-2567-4dca-b0bf-424900525e6f,0,INCENDIS,9,Sant Andreu,2015,4,Abril,27
09f0b1e6-dc89-4645-90f8-f6f28badcc1b,670,AGRESSIONS,9,Sant Andreu,2015,7,Juliol,16
0a18ae8b-425b-4cef-a6bc-29f3bf882195,520,OCUPACIONS IL·LÍCITES,9,Sant Andreu,2015,7,Juliol,1
0a1c58de-07b3-42b1-83e2-a8dd72dae5a0,411,VENDA AMBULANT,8,Nou Barris,2015,3,Març,10
0a1c778c-ff6d-458c-8644-b77584ec7f9a,420,INCIDÈNCIES DE LOCALS,1,Ciutat Vella,2015,5,Maig,232
0a1ebdd6-563d-475a-be5e-0dbda922dd9e,411,VENDA AMBULANT,9,Sant Andreu,2015,1,Gener,1
0a27c42d-a823-4255-a61b-3a4501928636,442,ALTRES INCIDÈNCIES AMB ANIMALS,1,Ciutat Vella,2015,3,Març,1
0a3257c2-6318-47cd-8cfb-caa1313bfdee,204,SENYALS NO AUTOMATITZADES,1,Ciutat Vella,2015,1,Gener,3
0a35e970-23a9-48e2-8989-cc5c8bbfcfd8,800,FOGUERES / BARBACOES,4,Les Corts,2015,8,Agost,1
0a3a8e9e-dd81-4ec1-83f1-e561a4400a6b,21B,ACCIDENT REBUT PEL 080 (Recodificar),10,Sant Martí,2015,8,Agost,1
0a3de2c3-e272-4ddf-ab87-610fc67551e6,300,ASSISTÈNCIA A PERSONES EN EDIFICI,3,Sants-Montjuïc,2015,6,Juny,40
0a46cb47-4a9a-4857-a352-280342512dd7,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,2,Eixample,2015,11,Novembre,21
0a494591-a996-466b-a17f-46304e503e04,620,ESTUPEFAENTS / PSICOTROPICS,4,Les Corts,2015,3,Març,4
0a580cc5-b350-4a72-9ef5-1f6c34ea0b09,250,CONDUCCIONS I ACOMPANYAMENTS,7,Horta-Guinardó,2015,8,Agost,1
0a5c5476-5cc3-47a7-a2e0-fc423b906ffc,441,ANIMALS / INSECTES PERILLOSOS,5,Sarrià-Sant Gervasi,2015,4,Abril,3
0a5ec649-75a6-4939-afcf-41f4b664a332,221,INFRACCIONS PER ESTACIONAMENTS,3,Sants-Montjuïc,2015,7,Juliol,160
0a617898-a4de-4685-879c-fc269a43c04e,300,ASSISTÈNCIA A PERSONES EN EDIFICI,1,Ciutat Vella,2015,1,Gener,40
0a6765a3-867e-403b-a48e-8379627f57a1,530,DELICTES CONTRA L ORDRE PÚBLIC,1,Ciutat Vella,2015,5,Maig,12
0a6e6fe2-b72a-455b-843a-826cc269e58f,21B,ACCIDENT REBUT PEL 080 (Recodificar),9,Sant Andreu,2015,10,Octubre,2
0a89aaba-3b83-446f-b6cc-c712e910a589,303,ASSISTÈNCIA A MALALTS MENTALS,2,Eixample,2015,10,Octubre,4
0a9be3ee-802e-4ffd-b72d-5f36c8975e19,70,SINISTRES EN EDIFICIS,7,Horta-Guinardó,2015,9,Setembre,4
0aa0bba4-2a7d-4965-b92d-a87b0ae056fd,21M,ACCIDENT PROCEDENT PASSAREL·LA CME,7,Horta-Guinardó,2015,12,Desembre,3
0aa83fec-e20e-4314-9e99-981ecb52e5e2,611,ACTES CONTRA LA PROPIETAT PÚBLICA,8,Nou Barris,2015,1,Gener,1
0aaf2bf9-a019-412f-9119-03f8f3e9c694,621,DELICTES ALIMENTARIS,3,Sants-Montjuïc,2015,1,Gener,1
0ab49cfb-61a3-41a4-9587-e9c1ba265058,100,ÀMBIT DE PROTECCIÓ DEL MENOR,5,Sarrià-Sant Gervasi,2015,1,Gener,10
0ab60ddf-6e7a-456f-bfbb-adaa23304b27,211,ACCIDENTS DE TRÀNSIT AMB FERITS,10,Sant Martí,2015,12,Desembre,120
0ad67c5a-d57e-4c52-a829-132c4f0f47c7,21,VENTS FORTS,4,Les Corts,2015,11,Novembre,23
0ad81889-0577-4788-aeca-39b0eb8bf805,810,ABOCAMENT DE RESIDUS,5,Sarrià-Sant Gervasi,2015,11,Novembre,1
0ae33c4c-14b5-4c83-b60e-e27185b7f073,611,ACTES CONTRA LA PROPIETAT PÚBLICA,3,Sants-Montjuïc,2015,11,Novembre,2
0ae59215-16d9-4353-881a-4e6f96059bb1,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,3,Sants-Montjuïc,2015,11,Novembre,117
0ae880ef-e099-4e67-b740-b8cc7fa9f53a,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,3,Sants-Montjuïc,2015,8,Agost,68
0aea4a78-b82b-492f-903f-ef86d8565b6d,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,8,Nou Barris,2015,8,Agost,8
0af5f297-3489-4c79-a666-8436c2314e9d,530,DELICTES CONTRA L ORDRE PÚBLIC,8,Nou Barris,2015,6,Juny,3
0af640d9-c938-43e1-a088-a908ba3db30c,610,ACTES CONTRA LA PROPIETAT PRIVADA,7,Horta-Guinardó,2015,6,Juny,39
0afd9f98-4f54-42c2-90a2-3ee51a8e5f31,620,ESTUPEFAENTS / PSICOTROPICS,6,Gràcia,2015,12,Desembre,4
0b093765-6dcd-4b3a-91fd-458d0961e393,660,VIOLÈNCIA DOMÈSTICA,4,Les Corts,2015,6,Juny,3
0b0b619d-5600-4ff4-b12e-ca881f483df4,610,ACTES CONTRA LA PROPIETAT PRIVADA,2,Eixample,2015,6,Juny,222
0b1f87b6-783d-4537-ae76-e8837ac06fef,670,AGRESSIONS,8,Nou Barris,2015,10,Octubre,20
0b33979c-aa16-4867-bb87-d1516c73242d,513,CONFLICTES EN LOCALS,10,Sant Martí,2015,3,Març,16
0b3b70c2-a62f-46fc-ba76-a45d540d77bd,510,BARALLES,4,Les Corts,2015,8,Agost,11
0b3cfbed-3705-494f-82d0-32dfb4a0cf72,40,TRANSPORT PÚBLIC,1,Ciutat Vella,2015,2,Febrer,1
0b3ee430-e46c-49b3-af20-696fe2c051be,240,CONTROLS DE TRÀNSIT,-1,Desconegut,2015,8,Agost,3
0b403c64-fba6-4c9e-b30d-a9d5c109e4e4,223,INFRACCIONS EN MOVIMENT (VEHICLES),2,Eixample,2015,6,Juny,3
0b41e986-d6c8-4772-b722-36df86b07dc8,303,ASSISTÈNCIA A MALALTS MENTALS,6,Gràcia,2015,1,Gener,3
0b47c835-469a-4d77-8dde-04600dad07cc,0,INCENDIS,1,Ciutat Vella,2015,12,Desembre,43
0b483f80-0333-4af8-868f-2604d6a9e78e,510,BARALLES,2,Eixample,2015,11,Novembre,29
0b496618-7b4a-4fa3-a98c-293fe7caa4f5,611,ACTES CONTRA LA PROPIETAT PÚBLICA,1,Ciutat Vella,2015,12,Desembre,7
0b533976-a3d0-4ab0-ac59-d601577ea23c,211,ACCIDENTS DE TRÀNSIT AMB FERITS,7,Horta-Guinardó,2015,10,Octubre,97
0b58d921-ae4b-4f8f-83ed-d8f3ef8a159c,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,3,Sants-Montjuïc,2015,2,Febrer,42
0b68144b-7b1a-4cf2-926c-a42dd70a43bb,220,INFRACCIONS EN GUALS I RESERVES,7,Horta-Guinardó,2015,4,Abril,116
0b6eca26-941a-4914-a50f-6f2abad1af9d,611,ACTES CONTRA LA PROPIETAT PÚBLICA,8,Nou Barris,2015,12,Desembre,3
0b79c384-9afb-4db6-a10b-30feb8f2c439,220,INFRACCIONS EN GUALS I RESERVES,5,Sarrià-Sant Gervasi,2015,8,Agost,152
0b817fe2-efca-40cb-8ebf-86e71bea1627,221,INFRACCIONS PER ESTACIONAMENTS,1,Ciutat Vella,2015,9,Setembre,122
0b847b68-3346-40a7-9fb8-8efa5a89e754,670,AGRESSIONS,6,Gràcia,2015,2,Febrer,6
0b8495bd-f2ce-4b87-bd10-8662ee6e64bf,640,INFRACCIONS D ESTRANGERS,2,Eixample,2015,10,Octubre,1
0b94be12-b380-4502-8377-752b7d8d66d1,630,CONTRA LA LLIBERTAT SEXUAL,10,Sant Martí,2015,6,Juny,6
0b99a1c2-9668-442d-ae78-c55b9df3e4d8,513,CONFLICTES EN LOCALS,2,Eixample,2015,5,Maig,47
0ba8df7e-1667-42be-ba2e-eedd1ad32cfa,421,INFRACCIONS EN LOCALS,10,Sant Martí,2015,9,Setembre,4
0bb20e5c-605a-4b8e-87f8-5107c9dd28cc,411,VENDA AMBULANT,9,Sant Andreu,2015,11,Novembre,6
0bce6424-10b9-490d-b6e7-ffa396f81dc3,480,ALARMES D INCENDI / ROBATORI,4,Les Corts,2015,4,Abril,1
0bd4afa6-88c1-4179-92f9-44e945ebcf11,62,AVARIES DE SERVEIS MUNICIPALS,1,Ciutat Vella,2015,7,Juliol,87
0bd6d0e5-b935-4d32-a0d9-d22625ba7565,70,SINISTRES EN EDIFICIS,7,Horta-Guinardó,2015,5,Maig,8
0bdd55b3-f316-4d8e-818c-b4738683872f,305,COL·LABORACIÓ AMB ALTRES SERVEIS,10,Sant Martí,2015,7,Juliol,67
0bdfd890-2bcb-4168-bbfd-77068018be49,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,9,Sant Andreu,2015,11,Novembre,1
0be3ab44-84e6-4423-89f9-746796035c92,680,ALTRES ACTUACIONS DE S  C ,2,Eixample,2015,2,Febrer,153
0be50def-b72e-4f90-aedf-3f5a39f0fdda,211,ACCIDENTS DE TRÀNSIT AMB FERITS,7,Horta-Guinardó,2015,8,Agost,47
0be78e04-d557-477e-999a-aa3954df8ae3,421,INFRACCIONS EN LOCALS,5,Sarrià-Sant Gervasi,2015,6,Juny,3
0c095dc2-ec7f-41f6-8c09-7d8d2f5a4392,411,VENDA AMBULANT,8,Nou Barris,2015,4,Abril,24
0c097838-e976-4c56-8f24-8cbfeb8758ac,100,ÀMBIT DE PROTECCIÓ DEL MENOR,10,Sant Martí,2015,12,Desembre,13
0c0b1a79-0221-4d7d-aeb1-11319e3f9326,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,1,Ciutat Vella,2015,5,Maig,72
0c152a2a-60f0-47f7-8f6e-2483b4ea0d5b,430,ESPECTACLES EN ESPAIS PÚBLICS,7,Horta-Guinardó,2015,12,Desembre,2
0c1620d4-3844-4254-b91b-1e81efacd5c6,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,8,Nou Barris,2015,11,Novembre,8
0c16422c-5433-473d-a4a3-db86ee570120,630,CONTRA LA LLIBERTAT SEXUAL,2,Eixample,2015,5,Maig,9
0c1cc51c-680c-4926-ad7c-4eafcce05dff,22,NEU I GEL,3,Sants-Montjuïc,2015,2,Febrer,3
0c2a7898-d044-44ff-bb25-f60c3ff773d7,401,MOLESTIES PER GENERADORS,3,Sants-Montjuïc,2015,7,Juliol,3
0c2ac1dd-dcdd-41b7-8e62-90b169bb6511,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,4,Les Corts,2015,11,Novembre,61
0c2f02f4-6acc-499b-8eb8-1b46b796316b,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,10,Sant Martí,2015,2,Febrer,65
0c372074-dbe4-4ca7-b23c-bd0e5ab64259,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,2,Eixample,2015,4,Abril,38
0c4945e7-8d87-4b32-abe4-dc683c8ca388,442,ALTRES INCIDÈNCIES AMB ANIMALS,9,Sant Andreu,2015,6,Juny,1
0c55720a-21fd-4bc5-9ffc-dcb685ef4b49,620,ESTUPEFAENTS / PSICOTROPICS,2,Eixample,2015,10,Octubre,19
0c566dfc-36ba-4596-a209-efe93ed638ca,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,-1,Desconegut,2015,6,Juny,1
0c5e7840-fff2-4197-8835-d90f286282cb,680,ALTRES ACTUACIONS DE S  C ,4,Les Corts,2015,1,Gener,24
0c729d61-54e9-4132-9c9b-418390592c5a,223,INFRACCIONS EN MOVIMENT (VEHICLES),-1,Desconegut,2015,6,Juny,1
0c7466a3-6818-43f1-977a-6cf7cec7a6c7,420,INCIDÈNCIES DE LOCALS,8,Nou Barris,2015,6,Juny,101
0c75ef0d-1034-48c0-9063-35aa1ce87f3b,21B,ACCIDENT REBUT PEL 080 (Recodificar),8,Nou Barris,2015,1,Gener,2
0c8aac7f-c52f-4b74-9495-6c4b3fe1b5be,420,INCIDÈNCIES DE LOCALS,8,Nou Barris,2015,9,Setembre,51
0c9dd40f-5290-497e-ab37-b28312a50f4c,611,ACTES CONTRA LA PROPIETAT PÚBLICA,4,Les Corts,2015,8,Agost,1
0ca1d9f4-3fc9-45f2-baa1-2bdcc88136bc,630,CONTRA LA LLIBERTAT SEXUAL,-1,Desconegut,2015,10,Octubre,1
0caa0a80-954b-49d9-b1c3-0fca0f6981fd,680,ALTRES ACTUACIONS DE S  C ,-1,Desconegut,2015,5,Maig,8
0cacb19f-1240-4f6b-ba55-e57788c556f8,830,ALTRES ACTUACIONS EN MEDI AMBIENT,3,Sants-Montjuïc,2015,2,Febrer,2
0cb25c90-4cc9-49a0-a579-9f1126555f2f,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,2,Eixample,2015,11,Novembre,34
0cb382d7-25ec-4f93-b645-f19f080ea090,513,CONFLICTES EN LOCALS,7,Horta-Guinardó,2015,10,Octubre,9
0cc3d351-d35b-4c00-9000-afa86a5626e8,440,ANIMALS DE COMPANYIA,3,Sants-Montjuïc,2015,4,Abril,30
0cd63d1d-4b66-45d2-bdb4-cefadaea1395,650,VIGILÀNCIA POLICIAL,10,Sant Martí,2015,1,Gener,485
0cd89938-1834-4193-af13-0ae15841a428,500,MANIFESTACIONS / CONCENTRACIONS,6,Gràcia,2015,5,Maig,18
0cdc1d1c-e1ab-4ccd-bb53-9293f92f44ee,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,3,Sants-Montjuïc,2015,8,Agost,9
0cde30f7-c384-4108-be63-107db482b28b,510,BARALLES,8,Nou Barris,2015,4,Abril,17
0cde631c-cf45-4f71-bbcc-04ba6b591c2b,62,AVARIES DE SERVEIS MUNICIPALS,3,Sants-Montjuïc,2015,1,Gener,10
0cdf3b1c-aea1-4203-a142-e5680a5542e4,440,ANIMALS DE COMPANYIA,2,Eixample,2015,12,Desembre,23
0cec3f6d-548c-4579-bc16-c5730302b97f,241,SUPORTS,2,Eixample,2015,4,Abril,116
0cefb1bd-b95e-4798-9132-85d6753b1f61,530,DELICTES CONTRA L ORDRE PÚBLIC,3,Sants-Montjuïc,2015,4,Abril,2
0d046696-f1db-4b99-ab0f-8f66279cb2a3,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,9,Sant Andreu,2015,10,Octubre,1
0d06c563-1d7b-49fc-89b6-0faa5e8e5930,223,INFRACCIONS EN MOVIMENT (VEHICLES),10,Sant Martí,2015,8,Agost,1
0d14d82d-eac6-44d8-bba4-82a2ade5cff8,50,ATEMPTATS,7,Horta-Guinardó,2015,6,Juny,1
0d200073-6458-4242-8214-09fd02672295,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,4,Les Corts,2015,2,Febrer,7
0d24fcb4-b3c8-4c46-9693-73468e08fbd3,211,ACCIDENTS DE TRÀNSIT AMB FERITS,1,Ciutat Vella,2015,6,Juny,67
0d29d65a-3257-4145-beba-9cafdf223db8,440,ANIMALS DE COMPANYIA,4,Les Corts,2015,9,Setembre,13
0d31a404-7da3-4c6b-89f8-1d0df165876e,440,ANIMALS DE COMPANYIA,6,Gràcia,2015,10,Octubre,9
0d327fa4-5fa2-4a82-ba3f-9db51545c7ca,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,7,Horta-Guinardó,2015,5,Maig,11
0d442530-f049-416c-93b6-58a48bd001dd,530,DELICTES CONTRA L ORDRE PÚBLIC,1,Ciutat Vella,2015,3,Març,10
0d5952e1-c2de-40f5-bf67-b195a7db987e,810,ABOCAMENT DE RESIDUS,10,Sant Martí,2015,10,Octubre,7
0d5adaf2-1809-4a08-bef8-b829d915d1a6,30,MATÈRIES PERILLOSES,10,Sant Martí,2015,9,Setembre,1
0d6b6344-b5f5-4b82-aa10-ed2ee68a8f86,400,CONVIVÈNCIA VEINAL,7,Horta-Guinardó,2015,1,Gener,171
0d6f62cf-680f-47c4-8614-27b6f8fe2087,440,ANIMALS DE COMPANYIA,10,Sant Martí,2015,5,Maig,40
0d7accc8-3de8-4185-a14f-8ad6021fd84c,40,TRANSPORT PÚBLIC,2,Eixample,2015,11,Novembre,2
0d7ae70c-1655-4eb8-9757-fd16f5930c78,440,ANIMALS DE COMPANYIA,-1,Desconegut,2015,4,Abril,3
0d927c6d-54ff-4823-874f-1b233f5da303,650,VIGILÀNCIA POLICIAL,-1,Desconegut,2015,9,Setembre,13
0da2f342-ec89-4b90-9908-a3383ae3e1ee,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,7,Horta-Guinardó,2015,2,Febrer,19
0da5174b-585c-484a-a1d8-a3673f0ed681,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,8,Nou Barris,2015,1,Gener,25
0daaca20-87f1-4902-ba98-6f575d0505da,50,ATEMPTATS,6,Gràcia,2015,3,Març,4
0dc152ea-3bf3-4f88-b786-4bb98f521644,650,VIGILÀNCIA POLICIAL,1,Ciutat Vella,2015,6,Juny,625
0dc1f857-7b86-4a17-82b1-f9521e99f9ef,10,EXPLOSIONS,1,Ciutat Vella,2015,5,Maig,1
0dc32c10-fe17-4a95-877a-b06e2629698f,241,SUPORTS,5,Sarrià-Sant Gervasi,2015,3,Març,34
0dea85ec-4fd3-46ee-95b6-2e76e8d9e992,221,INFRACCIONS PER ESTACIONAMENTS,8,Nou Barris,2015,8,Agost,46
0df83e8b-b56b-413a-b06d-38ee16fdae91,241,SUPORTS,9,Sant Andreu,2015,6,Juny,17
0e0b6e6f-19c6-48fd-9860-7819086b83ad,62,AVARIES DE SERVEIS MUNICIPALS,5,Sarrià-Sant Gervasi,2015,9,Setembre,4
0e13ec81-3e95-4f0e-953b-9b448682e0f0,610,ACTES CONTRA LA PROPIETAT PRIVADA,7,Horta-Guinardó,2015,10,Octubre,53
0e2a5997-7e70-41e5-9d71-31a6169d8947,660,VIOLÈNCIA DOMÈSTICA,3,Sants-Montjuïc,2015,1,Gener,9
0e3984c7-feb9-4132-b34a-fe66a2217126,500,MANIFESTACIONS / CONCENTRACIONS,2,Eixample,2015,11,Novembre,56
0e3a01e8-a628-45e1-824a-308019ac1313,640,INFRACCIONS D ESTRANGERS,-1,Desconegut,2015,7,Juliol,1
0e41406c-7eb2-4dd5-9d3f-262bdfe716cb,420,INCIDÈNCIES DE LOCALS,1,Ciutat Vella,2015,10,Octubre,232
0e473b3f-f2b7-4fa6-b6ff-da393b38eb2e,510,BARALLES,9,Sant Andreu,2015,12,Desembre,17
0e49fb59-e06f-4551-86a8-54de61184037,220,INFRACCIONS EN GUALS I RESERVES,5,Sarrià-Sant Gervasi,2015,6,Juny,205
0e4f4c7f-83d1-45b4-bb9a-04f4a354e233,620,ESTUPEFAENTS / PSICOTROPICS,3,Sants-Montjuïc,2015,4,Abril,17
0e53852a-1525-4df3-8a4b-61055ef5ac2f,100,ÀMBIT DE PROTECCIÓ DEL MENOR,5,Sarrià-Sant Gervasi,2015,2,Febrer,3
0e572972-b7ea-48c0-b480-df62e5784513,442,ALTRES INCIDÈNCIES AMB ANIMALS,5,Sarrià-Sant Gervasi,2015,4,Abril,20
